secondsSinceStart accAngle gyroAngle filteredAngle 
0.104268525 -0.122082111971003 -0.14182176074214942 -0.14180202109337828 
0.109066348 -0.08074311356966762 -0.14268819126404467 -0.14260652627722792 
0.11337115 0.016906695699050896 -0.14300176183557192 -0.1427602700562074 
0.116994335 0.0169435932861664 -0.14364291900537918 -0.14324108220550247 
0.119995592 0.04463357356493865 -0.14357371286583792 -0.1429840706163303 
0.123012214 0.12765992347156604 -0.14394441948454237 -0.14308376253432814 
0.12605144 0.058369452224611706 -0.14442658949648143 -0.1433639971614963 
0.129063062 -0.12158091690633864 -0.14545131946876255 -0.14436591932355 
0.13205286 0.14133571942599446 -0.14572467770902967 -0.14435330256682732 
0.135049951 -0.10828352141923464 -0.14613787207027443 -0.14473001395256324 
0.138066728 -0.10770812960438157 -0.14620573257702998 -0.14476078471446388 
0.1410596 0.1411652985778241 -0.1457866685291933 -0.14405621364738275 
0.14411742 -0.010841267304727545 -0.14546275478284798 -0.1435994088684411 
0.147147062 0.16919963044372346 -0.14546219829704388 -0.14328605389981064 
0.150137902 0.11353883141820875 -0.14582593460041987 -0.14339260158156525 
0.153128066 0.2807862572753913 -0.14532299036198976 -0.1424659814285166 
0.156126458 0.044622855662668985 -0.14648671384519169 -0.14344145235114414 
0.1591211 0.12831110869837217 -0.1462809323830573 -0.14296412410942239 
0.162146837 0.0030483684807987017 -0.1457277142821141 -0.1422654467339899 
0.165348719 0.23745707273584207 -0.14664457580078788 -0.14280166887167517 
0.168543049 0.08603639865155359 -0.14632225032690943 -0.1422508276557474 
0.17154665 0.19698824257387187 -0.1465753903996157 -0.14216447551815137 
0.174575876 -0.13562364087659268 -0.14664328402873633 -0.14222576041900134 
0.177573279 -0.010820278943415978 -0.14719926494147986 -0.14264977986935654 
0.180616723 0.2106874632815628 -0.1475641883972532 -0.14266100115852318 
0.183608137 0.08605747245784681 -0.148204967783634 -0.14307242129190126 
0.186622623 -0.05252510690758143 -0.1486405603237237 -0.14341703092506655 
0.189629245 0.11381239197406147 -0.14923292856314974 -0.14375157737335406 
0.19264222 0.03074786452321917 -0.14953048454280865 -0.14387433635513674 
0.195631186 0.1695272187922367 -0.14996234470531103 -0.14399236310232924 
0.19861739 0.2391252463550322 -0.14998453900849795 -0.14363141760175563 
0.201603647 0.1970835770296593 -0.15090256044076977 -0.14420780601796376 
0.204619175 -0.010762942806743524 -0.15117761280149053 -0.1443491384631126 
0.207637099 0.05855382022403211 -0.15163341429953145 -0.1446015812009683 
0.210628929 0.14140355947918254 -0.1526572329008141 -0.14533837084296952 
0.213617269 0.04454731975744672 -0.1536831779200476 -0.14617340422658337 
0.216611078 0.10013599291091965 -0.15359136417943361 -0.1458353729025725 
0.2196052 0.0447635886725898 -0.15534766391564264 -0.14739931737747017 
0.222626301 0.21023152022078842 -0.1560202368682853 -0.14771358691956193 
0.225656881 0.3474403691125611 -0.1571152688949949 -0.14831236995821268 
0.228781419 -0.10852045584992492 -0.15832814530252515 -0.1494842415752271 
0.231778457 0.09999072722449474 -0.15780203591263853 -0.14870918332593064 
0.234776589 0.05845459209559702 -0.15825729760347612 -0.14895682597965584 
0.237767794 0.21007777562447905 -0.15727763993180358 -0.14761911336405084 
0.240755458 -0.05238539287188206 -0.15759660620559984 -0.14784252695108116 
0.24375286 0.10011137203111006 -0.1577331042921105 -0.1477309346405231 
0.246751982 0.3234653955941197 -0.15729394251694018 -0.14682101569689332 
0.249782874 0.04437596945521294 -0.15864095467670639 -0.14797548385934764 
0.252784079 0.05851128489460814 -0.15976036302274296 -0.14888728602828422 
0.255777211 0.016809077235362634 -0.1597826053948371 -0.1487438097947426 
0.258769406 0.10084394916840228 -0.15975927328766532 -0.14847091326071485 
0.261759361 0.003052048154872798 -0.1594623582887967 -0.14802277221542953 
0.264752336 0.15557860803077223 -0.15957626889760007 -0.14783296753337788 
0.267761771 0.10015992582856299 -0.15948383785988332 -0.1474926360333369 
0.270772819 0.18384601951342466 -0.1597351461800916 -0.1474123543896782 
0.27378043 0.07248337616877042 -0.16007843511531097 -0.1475354043054039 
0.276786792 -0.0247436144059717 -0.15927957214816874 -0.14661454841132937 
0.279780028 -0.1489857464851497 -0.15980339841643462 -0.14714022205140082 
0.282777014 0.16866978144911435 -0.1606478097777568 -0.14766797899786116 
0.285769104 0.11414417496596783 -0.1601842351827474 -0.14694305582348294 
0.288813434 -0.12134601909782804 -0.15945194039578242 -0.14618589629457926 
0.291810941 0.003069938328037138 -0.15981702888280278 -0.14640136385848995 
0.294809594 0.00303365325617849 -0.16004451262009703 -0.14647918509493224 
0.29780257 0.15505324394824593 -0.1594055226551699 -0.14553930169092688 
0.300796691 0.41914329295533076 -0.15931358576217197 -0.14488277414017567 
0.303793469 -0.05270403201444912 -0.15990544825089537 -0.14538186602428463 
0.306784466 -0.121258582086964 -0.16073176852692314 -0.14618323669609906 
0.309802077 0.11329305623243548 -0.16063986522373025 -0.14583194900328084 
0.312802396 0.16973280051667622 -0.16127933282652981 -0.14615521238895762 
0.315795789 0.05856784849468136 -0.16123319116374607 -0.14590439380695303 
0.318787046 0.12856097888259208 -0.16143779962173008 -0.1458343322837895 
0.321778719 0.04476356797017581 -0.1615070695657117 -0.14571293505757318 
0.324839404 0.18304613126019717 -0.16143557644333176 -0.14531275436199786 
0.327945401 0.016837190933968127 -0.16178204314828185 -0.14549672465494706 
0.330979835 -0.19026210725410897 -0.16152973187047362 -0.14528943107101583 
0.33398104 -0.010883485193983434 -0.1621904799835941 -0.14581511249014614 
0.336974692 0.10008747961047179 -0.16294303219544862 -0.1463210095576882 
0.339968137 0.030829859797814895 -0.16241800242517898 -0.14561935394783332 
0.342965123 -0.080137687682411 -0.16314824131454755 -0.1462833809320471 
0.345957682 0.030919775835173077 -0.16349108408463556 -0.1464486777025978 
0.348968158 -0.052652804764443215 -0.16420211673807197 -0.14706520345044263 
0.351977384 0.19694062018000905 -0.16297029494007303 -0.14549060765061125 
0.354969734 -0.03859394606275007 -0.16347126933042858 -0.1458841844049886 
0.35796146 0.25209562717316353 -0.1636760311117024 -0.145690761612903 
0.360955269 -0.024606374920714696 -0.1637667746349047 -0.1456603300058899 
0.363950953 0.05820141365079962 -0.16440498594773367 -0.14609404136374937 
0.366944606 0.16911751677692008 -0.1649330573890119 -0.14630637317544565 
0.369967009 0.15625956672043473 -0.16495536838099695 -0.14602609591654284 
0.37296587 0.11447682641458516 -0.16500069101394937 -0.1458108703045312 
0.375977648 0.21068830741712768 -0.1652512447777344 -0.14570467433683076 
0.378971665 0.14205587155188137 -0.1661400752440281 -0.14630485542676946 
0.381964329 0.1274750485696551 -0.165956765018332 -0.14584794860730263 
0.384964961 0.21135258879771646 -0.16602465982796186 -0.14555857498471783 
0.387958509 0.2665765689756504 -0.16659917564351065 -0.14572038114049068 
0.390979245 0.21191722449779457 -0.16675850242983103 -0.14552191099438647 
0.393974461 0.11395097622008574 -0.16605139216609963 -0.14455603495370434 
0.396965353 -0.010841270972403996 -0.16618764333563 -0.14455843510808386 
0.399957235 0.12726013045851747 -0.16575393972234875 -0.1438533466328493 
0.402952242 0.07258893807948481 -0.16600450663288313 -0.1438872206917608 
0.405945374 0.08657993812209064 -0.16700666217093035 -0.14465790691545613 
0.408938871 0.15576711026192974 -0.16686789358293402 -0.1442188520788704 
0.411963044 0.04447224300413684 -0.16737039619963026 -0.14453216109786693 
0.414961176 0.28256688648975486 -0.16807643175781908 -0.14481039157290995 
0.417952746 0.01680900666189785 -0.16814423907355247 -0.1447165116830928 
0.420942961 0.0723602941379919 -0.1682121445304676 -0.14456727242872994 
0.423939739 0.16952720727694304 -0.16926694789864058 -0.14530692651382907 
0.426955371 0.07230794582897208 -0.16986616993207146 -0.14568793445288372 
0.429987097 0.14130161231136917 -0.17023379775513353 -0.14576820510135846 
0.433011427 -0.03856584446551082 -0.171586668690341 -0.14701252080499488 
0.436010288 0.12765985227646112 -0.1716317409053515 -0.1467828755747089 
0.439004826 0.1004756121993472 -0.17209052704039698 -0.1469939444358453 
0.442019156 -0.038463466316975795 -0.17181625604914139 -0.14661141723746207 
0.445010153 0.16932265232252725 -0.1717246486064251 -0.14620396733262853 
0.447997712 0.12658895840219933 -0.17222693950146847 -0.146432963011042 
0.451190063 0.03080742783619833 -0.17236566490132318 -0.1463943092946496 
0.454225903 0.08566442370355913 -0.17198978302072582 -0.14578674456293464 
0.457516953 -0.08019573437248842 -0.17263346386919637 -0.14636419072036627 
0.46052972 0.07227309708781493 -0.1724945947153595 -0.14600682314787505 
0.46356629 0.09958148434422896 -0.17278014948994624 -0.14604650406019512 
0.466708016 -0.10778633366404497 -0.1725904875606994 -0.14581877162248136 
0.469800054 0.07294301167375164 -0.1733309676617498 -0.14633974946013448 
0.472845322 0.21084152963734992 -0.17436661727231573 -0.14701718214199236 
0.475856527 0.030852294879071006 -0.17422928018482406 -0.14670211291456714 
